time    disp    force
174	1.9167	161.77
175	1.9333	163.27
176	1.95	163.15
177	1.9667	164
178	1.9833	166.17
179	2	168.92
180	2.0167	170.34
181	2.0333	171.2
182	2.05	173.47
183	2.0667	174.81
184	2.0833	173.7
185	2.1	176.7
186	2.1167	177.58
187	2.1333	177.73
188	2.15	181.61
189	2.1667	181.79
190	2.1833	184
191	2.2	183.26
192	2.2167	185.25
193	2.2333	187.8
194	2.25	187.64
195	2.2667	190.54
196	2.2833	191.16
197	2.3	193.69
198	2.3167	194.74
199	2.3333	195.31
200	2.35	196.46
201	2.3667	197.96
202	2.3833	201.09
203	2.4	201.09
204	2.4167	202.43
205	2.4333	203.85
206	2.45	206.71
207	2.4667	205.92
208	2.4833	209.3
209	2.5	208.1
210	2.5167	210.45
211	2.5333	213.11
212	2.55	213.23
213	2.5667	215.44
214	2.5833	216.33
215	2.6	216.39
216	2.6167	219.54
217	2.6333	220.94
218	2.65	222.47
219	2.6667	222.94
220	2.6833	224.78
221	2.7	226.79
222	2.7167	228.73
223	2.7333	227.62
224	2.75	229.14
225	2.7667	232.18
226	2.7833	233.91
227	2.8	235.97
228	2.8167	234.77
229	2.8333	236.87
230	2.85	239.19
231	2.8667	239.68
232	2.8833	242.53
233	2.9	242.2
234	2.9167	243.11
235	2.9333	246.12
236	2.95	246.09
237	2.9667	249.48
238	2.9833	250.51
239	3	250.91
240	3.0167	251.03
241	3.0333	252.87
242	3.05	254.63
243	3.0667	257.81
244	3.0833	258.39
245	3.1	258.93
246	3.1167	260.21
247	3.1333	262.05
248	3.15	264.84
249	3.1667	266.29
250	3.1833	266.42
251	3.2	268.17
252	3.2167	269.83
253	3.2333	269.14
254	3.25	272.18
255	3.2667	271.98
256	3.2833	274.49
257	3.3	276.01
258	3.3167	276.07
259	3.3333	277.58
260	3.35	281.54
261	3.3667	281.76
262	3.3833	282.65
263	3.4	284.03
264	3.4167	284.77
265	3.4333	286.16
266	3.45	288.15
267	3.4667	289.49
268	3.4833	292.22
269	3.5	292.71
270	3.5167	294.04
271	3.5333	294.42
272	3.55	298.07
273	3.5667	298.83
274	3.5833	300.69
275	3.6	301.55
276	3.6167	303.91
277	3.6333	305.29
278	3.65	304.49
279	3.6667	307
280	3.6833	308.7
281	3.7	309.39
282	3.7167	311.83
283	3.7333	311.24
284	3.75	312.43
285	3.7667	313.45
286	3.7833	315.29
287	3.8	317.82
288	3.8167	319.14
289	3.8333	320.15
290	3.85	321.31
291	3.8667	321.78
292	3.8833	325.6
293	3.9	326.46
294	3.9167	201.35
295	3.9333	0.73226
296	3.95	2.4102
297	3.9667	2.4719
298	3.9833	2.5566
299	4	1.4018
300	4.0167	2.9121
